ShipmentID;ClientID;ClientName;OriginCountry;OriginCity;OriginCode;DestCountry;DestCity;DestCode;TransportMode;Carrier;HS_Code;CustomsRegime;BookingDate;DepartureDate;ArrivalDate;ClearanceDate;TransitDays;ClearanceDays;OnTime;Direction;CargoValueEUR;DutyRatePct;DutyPayableEUR;DutySavedEUR;DutyPaidEUR
SHP0911;CLT004;Solaris Chemical Solutions;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Air;DHL Express;8542.31;IP Relief;2024-12-26;2024-12-30;2025-01-04;2025-01-11;5;7;FALSE;Import;128605,3;0;0;0;0
SHP0912;CLT006;Vortex Machinery Co.;Japan;Tokyo;JP;Poland;Gdansk;PL;Rail;Kuehne+Nagel;0901.11;FTA Relief;2024-02-14;2024-02-17;2024-02-28;2024-03-02;11;3;TRUE;Import;108658,03;0;0;0;0
SHP0913;CLT003;Crestwood Automotive Parts;South Korea;Busan;KR;Germany;Hamburg;DE;Road;MSC;6204.62;Standard Entry;2024-04-16;2024-04-22;2024-04-27;2024-04-28;5;1;TRUE;Import;121678,9;12;14601,47;0;14601,47
SHP0914;CLT006;Vortex Machinery Co.;Turkey;Istanbul;TR;Germany;Hamburg;DE;Air;MSC;8708.99;Temporary Admission;2023-08-06;2023-08-14;2023-08-17;2023-08-22;3;5;FALSE;Import;110557,86;4,5;4975,1;4312,16;662,94
SHP0915;CLT005;Pinnacle Foods International;Bangladesh;Dhaka;BD;Germany;Hamburg;DE;Sea;FedEx;7208.51;Temporary Admission;2023-07-18;2023-07-23;2023-08-19;2023-08-23;27;4;FALSE;Import;48278,05;0;0;0;0
SHP0916;CLT009;GreenLeaf Organics;Japan;Tokyo;JP;Germany;Hamburg;DE;Road;Maersk;3004.90;FTA Relief;2023-04-24;2023-04-27;2023-05-03;2023-05-04;6;1;TRUE;Import;224289,32;0;0;0;0
SHP0917;CLT002;Atlas Apparel Group;Thailand;Bangkok;TH;Germany;Hamburg;DE;Sea;Hapag-Lloyd;8443.32;End Use Relief;2024-12-17;2024-12-25;2025-02-03;2025-02-07;40;4;FALSE;Export;101256,93;0;0;0;0
SHP0918;CLT008;Ironclad Steel Works;Vietnam;Ho Chi Minh City;VN;France;Le Havre;FR;Rail;Hapag-Lloyd;8708.99;Standard Entry;2023-10-22;2023-10-28;2023-11-16;2023-11-22;19;6;FALSE;Import;5761,18;4,5;259,25;0;259,25
SHP0919;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;Poland;Gdansk;PL;Road;Evergreen;6110.20;Standard Entry;2023-09-02;2023-09-09;2023-09-14;2023-09-20;5;6;FALSE;Import;22016,39;12;2641,97;0;2641,97
SHP0920;CLT006;Vortex Machinery Co.;South Korea;Busan;KR;France;Le Havre;FR;Sea;UPS;2917.36;IP Relief;2023-01-22;2023-01-28;2023-02-20;2023-02-21;23;1;TRUE;Import;46827,65;5,5;2575,52;1973,08;602,44
SHP0921;CLT010;Quantum Tech Imports;Bangladesh;Dhaka;BD;Poland;Gdansk;PL;Air;Maersk;2106.90;FTA Relief;2024-04-28;2024-04-30;2024-05-02;2024-05-09;2;7;FALSE;Export;9260,75;9;833,47;753,47;80
SHP0922;CLT004;Solaris Chemical Solutions;Thailand;Bangkok;TH;Portugal;Lisbon;PT;Sea;CMA CGM;8542.31;Standard Entry;2023-04-13;2023-04-20;2023-05-17;2023-05-21;27;4;FALSE;Export;125212,15;0;0;0;0
SHP0923;CLT009;GreenLeaf Organics;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;DHL Express;2106.90;Standard Entry;2023-12-28;2024-01-04;2024-01-31;2024-02-05;27;5;FALSE;Import;194758,94;9;17528,3;0;17528,3
SHP0924;CLT002;Atlas Apparel Group;Turkey;Istanbul;TR;Portugal;Lisbon;PT;Road;Maersk;6203.42;Temporary Admission;2023-08-14;2023-08-21;2023-08-26;2023-08-30;5;4;FALSE;Import;12571,65;12;1508,6;1381,15;127,45
SHP0925;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;Germany;Hamburg;DE;Sea;FedEx;3004.90;Standard Entry;2023-10-08;2023-10-18;2023-11-25;2023-11-29;38;4;FALSE;Import;246896,26;0;0;0;0
SHP0926;CLT005;Pinnacle Foods International;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Air;Kuehne+Nagel;2917.36;IP Relief;2023-11-13;2023-11-15;2023-11-18;2023-11-23;3;5;FALSE;Import;132419,04;5,5;7283,05;4516,55;2766,5
SHP0927;CLT007;BlueSky Pharmaceuticals;South Korea;Busan;KR;Sweden;Gothenburg;SE;Rail;DHL Express;8708.29;Standard Entry;2023-01-09;2023-01-13;2023-01-28;2023-02-01;15;4;FALSE;Export;171826,15;4,5;7732,18;0;7732,18
SHP0928;CLT010;Quantum Tech Imports;Thailand;Bangkok;TH;France;Le Havre;FR;Sea;UPS;8708.29;Standard Entry;2023-10-29;2023-11-07;2023-11-25;2023-11-26;18;1;TRUE;Import;58244,7;4,5;2621,01;0;2621,01
SHP0929;CLT001;Meridian Electronics Ltd;South Korea;Busan;KR;Spain;Barcelona;ES;Sea;FedEx;8708.99;Standard Entry;2023-01-01;2023-01-07;2023-01-26;2023-01-28;19;2;TRUE;Export;90803,47;4,5;4086,16;0;4086,16
SHP0930;CLT009;GreenLeaf Organics;Thailand;Bangkok;TH;France;Le Havre;FR;Sea;Evergreen;6203.42;Standard Entry;2023-07-21;2023-07-24;2023-08-24;2023-08-27;31;3;TRUE;Import;58620,15;12;7034,42;0;7034,42
SHP0931;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;Belgium;Antwerp;BE;Air;FedEx;8443.32;Standard Entry;2023-09-25;2023-10-01;2023-10-05;2023-10-07;4;2;TRUE;Export;143157,36;0;0;0;0
SHP0932;CLT010;Quantum Tech Imports;India;Mumbai;IN;Netherlands;Rotterdam;NL;Sea;CMA CGM;2917.36;End Use Relief;2023-07-24;2023-07-30;2023-08-26;2023-08-27;27;1;TRUE;Import;77846,87;5,5;4281,58;3530,13;751,45
SHP0933;CLT009;GreenLeaf Organics;India;Mumbai;IN;Belgium;Antwerp;BE;Rail;FedEx;8517.12;FTA Relief;2024-06-23;2024-06-30;2024-07-15;2024-07-20;15;5;FALSE;Import;234045,55;0;0;0;0
SHP0934;CLT006;Vortex Machinery Co.;Japan;Tokyo;JP;Poland;Gdansk;PL;Air;FedEx;2106.90;Standard Entry;2024-07-26;2024-08-03;2024-08-05;2024-08-06;2;1;TRUE;Export;190184,83;9;17116,63;0;17116,63
SHP0935;CLT004;Solaris Chemical Solutions;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Sea;CMA CGM;8428.90;End Use Relief;2024-08-02;2024-08-04;2024-08-31;2024-09-07;27;7;FALSE;Import;212051,3;1,7;3604,87;1961,33;1643,54
SHP0936;CLT008;Ironclad Steel Works;Thailand;Bangkok;TH;Poland;Gdansk;PL;Rail;Maersk;8517.12;Standard Entry;2023-10-04;2023-10-07;2023-10-25;2023-10-28;18;3;TRUE;Export;150613,22;0;0;0;0
SHP0937;CLT010;Quantum Tech Imports;South Korea;Busan;KR;Italy;Genoa;IT;Rail;Maersk;8517.12;Standard Entry;2024-08-21;2024-08-31;2024-09-18;2024-09-24;18;6;FALSE;Import;180653,09;0;0;0;0
SHP0938;CLT009;GreenLeaf Organics;India;Mumbai;IN;Portugal;Lisbon;PT;Road;UPS;6203.42;FTA Relief;2024-11-22;2024-11-28;2024-12-03;2024-12-09;5;6;FALSE;Import;81168,25;12;9740,19;9708,51;31,68
SHP0939;CLT008;Ironclad Steel Works;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Sea;MSC;8471.30;FTA Relief;2024-09-10;2024-09-20;2024-10-11;2024-10-12;21;1;TRUE;Import;65565,49;0;0;0;0
SHP0940;CLT009;GreenLeaf Organics;South Korea;Busan;KR;Belgium;Antwerp;BE;Sea;MSC;8708.29;Temporary Admission;2024-05-10;2024-05-15;2024-06-07;2024-06-14;23;7;FALSE;Import;212693,43;4,5;9571,2;8155,18;1416,02
SHP0941;CLT010;Quantum Tech Imports;USA;New York;US;Belgium;Antwerp;BE;Sea;Maersk;6203.42;FTA Relief;2024-11-04;2024-11-08;2024-12-03;2024-12-08;25;5;FALSE;Import;186707,86;12;22404,94;19357,96;3046,98
SHP0942;CLT008;Ironclad Steel Works;Turkey;Istanbul;TR;Spain;Barcelona;ES;Road;MSC;8428.90;Temporary Admission;2024-01-12;2024-01-20;2024-01-27;2024-01-31;7;4;FALSE;Import;175924,91;1,7;2990,72;2456,78;533,94
SHP0943;CLT007;BlueSky Pharmaceuticals;India;Mumbai;IN;United Kingdom;Felixstowe;GB;Sea;UPS;8517.12;End Use Relief;2024-02-03;2024-02-09;2024-02-27;2024-02-28;18;1;TRUE;Import;163051,7;0;0;0;0
SHP0944;CLT001;Meridian Electronics Ltd;Bangladesh;Dhaka;BD;France;Le Havre;FR;Air;UPS;8708.29;Standard Entry;2023-06-12;2023-06-22;2023-06-26;2023-07-03;4;7;FALSE;Import;215950,43;4,5;9717,77;0;9717,77
SHP0945;CLT006;Vortex Machinery Co.;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Air;MSC;6203.42;Standard Entry;2023-06-05;2023-06-12;2023-06-16;2023-06-20;4;4;FALSE;Import;180219,67;12;21626,36;0;21626,36
SHP0946;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Belgium;Antwerp;BE;Sea;UPS;2917.36;Temporary Admission;2024-09-12;2024-09-16;2024-10-25;2024-10-30;39;5;FALSE;Export;178582,54;5,5;9822,04;8853,55;968,49
SHP0947;CLT003;Crestwood Automotive Parts;Bangladesh;Dhaka;BD;Sweden;Gothenburg;SE;Air;DHL Express;8428.90;End Use Relief;2024-02-18;2024-02-20;2024-02-22;2024-02-23;2;1;TRUE;Import;213747,64;1,7;3633,71;2019,3;1614,41
SHP0948;CLT002;Atlas Apparel Group;South Korea;Busan;KR;Poland;Gdansk;PL;Sea;Hapag-Lloyd;8542.31;Standard Entry;2023-08-31;2023-09-04;2023-09-25;2023-10-01;21;6;FALSE;Import;223655,85;0;0;0;0
SHP0949;CLT002;Atlas Apparel Group;China;Shanghai;CN;Sweden;Gothenburg;SE;Sea;MSC;8471.30;Standard Entry;2023-03-16;2023-03-23;2023-04-24;2023-04-29;32;5;FALSE;Import;159667,04;0;0;0;0
SHP0950;CLT003;Crestwood Automotive Parts;Bangladesh;Dhaka;BD;Germany;Hamburg;DE;Road;UPS;2917.36;FTA Relief;2024-10-14;2024-10-19;2024-10-25;2024-10-28;6;3;TRUE;Import;125320,24;5,5;6892,61;6228,54;664,07
SHP0951;CLT004;Solaris Chemical Solutions;India;Mumbai;IN;Belgium;Antwerp;BE;Rail;DB Schenker;8542.31;FTA Relief;2023-03-30;2023-04-01;2023-04-18;2023-04-24;17;6;FALSE;Import;240158,92;0;0;0;0
SHP0952;CLT003;Crestwood Automotive Parts;China;Shanghai;CN;Italy;Genoa;IT;Rail;FedEx;8428.90;End Use Relief;2023-03-15;2023-03-19;2023-04-01;2023-04-07;13;6;FALSE;Import;183844,39;1,7;3125,35;2559,18;566,17
SHP0953;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Sweden;Gothenburg;SE;Rail;UPS;0901.11;IP Relief;2024-01-01;2024-01-11;2024-01-28;2024-02-04;17;7;FALSE;Import;38779,02;0;0;0;0
SHP0954;CLT007;BlueSky Pharmaceuticals;USA;New York;US;Sweden;Gothenburg;SE;Sea;CMA CGM;8542.31;End Use Relief;2023-11-02;2023-11-05;2023-11-26;2023-11-30;21;4;FALSE;Export;61490,51;0;0;0;0
SHP0955;CLT001;Meridian Electronics Ltd;Vietnam;Ho Chi Minh City;VN;Spain;Barcelona;ES;Rail;Evergreen;2917.36;Standard Entry;2024-01-02;2024-01-06;2024-01-15;2024-01-18;9;3;TRUE;Import;23320,4;5,5;1282,62;0;1282,62
SHP0956;CLT009;GreenLeaf Organics;Mexico;Mexico City;MX;Portugal;Lisbon;PT;Sea;FedEx;8428.90;Standard Entry;2024-07-13;2024-07-16;2024-08-25;2024-08-30;40;5;FALSE;Export;120389,78;1,7;2046,63;0;2046,63
SHP0957;CLT001;Meridian Electronics Ltd;China;Shanghai;CN;Italy;Genoa;IT;Air;Evergreen;6204.62;IP Relief;2023-03-02;2023-03-07;2023-03-10;2023-03-15;3;5;FALSE;Import;205106,78;12;24612,81;15145,82;9466,99
SHP0958;CLT004;Solaris Chemical Solutions;South Korea;Busan;KR;Germany;Hamburg;DE;Rail;Kuehne+Nagel;8443.32;End Use Relief;2024-12-20;2024-12-22;2025-01-11;2025-01-14;20;3;TRUE;Import;245358,73;0;0;0;0
SHP0959;CLT009;GreenLeaf Organics;South Korea;Busan;KR;France;Le Havre;FR;Sea;Maersk;8517.12;Standard Entry;2024-05-23;2024-05-28;2024-07-01;2024-07-07;34;6;FALSE;Import;90813,13;0;0;0;0
SHP0960;CLT005;Pinnacle Foods International;Vietnam;Ho Chi Minh City;VN;United Kingdom;Felixstowe;GB;Sea;Maersk;8542.31;FTA Relief;2024-07-01;2024-07-09;2024-08-15;2024-08-21;37;6;FALSE;Import;172480,79;0;0;0;0
SHP0961;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;Belgium;Antwerp;BE;Road;CMA CGM;2917.36;Standard Entry;2024-03-13;2024-03-16;2024-03-21;2024-03-25;5;4;FALSE;Export;33908,18;5,5;1864,95;0;1864,95
SHP0962;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;Italy;Genoa;IT;Air;Maersk;6204.62;FTA Relief;2023-04-05;2023-04-07;2023-04-13;2023-04-15;6;2;TRUE;Import;106201,04;12;12744,12;11798,13;945,99
SHP0963;CLT001;Meridian Electronics Ltd;Vietnam;Ho Chi Minh City;VN;United Kingdom;Felixstowe;GB;Sea;Maersk;6203.42;Temporary Admission;2023-07-04;2023-07-06;2023-08-02;2023-08-05;27;3;TRUE;Import;90668,53;12;10880,22;10129,94;750,28
SHP0964;CLT005;Pinnacle Foods International;India;Mumbai;IN;Sweden;Gothenburg;SE;Air;UPS;3004.90;Standard Entry;2024-11-03;2024-11-06;2024-11-08;2024-11-11;2;3;TRUE;Import;234900,68;0;0;0;0
SHP0965;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Netherlands;Rotterdam;NL;Air;Evergreen;8708.99;End Use Relief;2023-10-27;2023-11-01;2023-11-08;2023-11-13;7;5;FALSE;Import;223779,73;4,5;10070,09;6158,87;3911,22
SHP0966;CLT001;Meridian Electronics Ltd;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Road;Kuehne+Nagel;2106.90;IP Relief;2023-03-22;2023-03-26;2023-04-01;2023-04-08;6;7;FALSE;Import;244104,91;9;21969,44;12757,38;9212,06
SHP0967;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;France;Le Havre;FR;Sea;Hapag-Lloyd;7208.51;Temporary Admission;2024-10-27;2024-11-05;2024-12-17;2024-12-18;42;1;TRUE;Export;10215,96;0;0;0;0
SHP0968;CLT005;Pinnacle Foods International;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Sea;MSC;8471.30;IP Relief;2024-09-16;2024-09-25;2024-10-25;2024-10-26;30;1;TRUE;Import;216379,34;0;0;0;0
SHP0969;CLT004;Solaris Chemical Solutions;Vietnam;Ho Chi Minh City;VN;Belgium;Antwerp;BE;Sea;FedEx;0901.11;Standard Entry;2024-11-07;2024-11-09;2024-12-06;2024-12-11;27;5;FALSE;Import;191934,1;0;0;0;0
SHP0970;CLT010;Quantum Tech Imports;Bangladesh;Dhaka;BD;Spain;Barcelona;ES;Rail;Kuehne+Nagel;6204.62;Standard Entry;2023-12-16;2023-12-24;2024-01-12;2024-01-19;19;7;FALSE;Import;109749,55;12;13169,95;0;13169,95
SHP0971;CLT002;Atlas Apparel Group;Thailand;Bangkok;TH;Belgium;Antwerp;BE;Road;Evergreen;6110.20;End Use Relief;2024-04-19;2024-04-29;2024-05-08;2024-05-11;9;3;TRUE;Import;44824,47;12;5378,94;3407,3;1971,64
SHP0972;CLT003;Crestwood Automotive Parts;China;Shanghai;CN;Spain;Barcelona;ES;Rail;Evergreen;8517.12;FTA Relief;2024-07-09;2024-07-16;2024-07-28;2024-08-02;12;5;FALSE;Export;101677,29;0;0;0;0
SHP0973;CLT005;Pinnacle Foods International;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Sea;MSC;8708.29;End Use Relief;2024-11-07;2024-11-13;2024-12-11;2024-12-18;28;7;FALSE;Import;48802,18;4,5;2196,1;1453,72;742,38
SHP0974;CLT001;Meridian Electronics Ltd;South Korea;Busan;KR;United Kingdom;Felixstowe;GB;Sea;UPS;3004.90;End Use Relief;2023-08-12;2023-08-14;2023-09-14;2023-09-19;31;5;FALSE;Export;235014,39;0;0;0;0
SHP0975;CLT002;Atlas Apparel Group;South Korea;Busan;KR;France;Le Havre;FR;Sea;Evergreen;8708.29;Temporary Admission;2023-05-11;2023-05-15;2023-06-09;2023-06-11;25;2;TRUE;Import;218453,6;4,5;9830,41;9154,03;676,38
SHP0976;CLT002;Atlas Apparel Group;China;Shanghai;CN;France;Le Havre;FR;Road;DB Schenker;6110.20;Temporary Admission;2024-08-16;2024-08-18;2024-08-26;2024-08-31;8;5;FALSE;Export;180752,64;12;21690,32;17616,07;4074,25
SHP0977;CLT005;Pinnacle Foods International;China;Shanghai;CN;Italy;Genoa;IT;Air;Maersk;8428.90;FTA Relief;2023-12-25;2023-12-28;2023-12-30;2024-01-04;2;5;FALSE;Import;113734,11;1,7;1933,48;1649,86;283,62
SHP0978;CLT004;Solaris Chemical Solutions;Bangladesh;Dhaka;BD;Sweden;Gothenburg;SE;Sea;FedEx;8517.12;Standard Entry;2024-03-12;2024-03-16;2024-04-12;2024-04-13;27;1;TRUE;Export;85002,43;0;0;0;0
SHP0979;CLT006;Vortex Machinery Co.;Japan;Tokyo;JP;Italy;Genoa;IT;Air;Evergreen;8428.90;Standard Entry;2023-06-14;2023-06-16;2023-06-20;2023-06-23;4;3;TRUE;Import;232925,59;1,7;3959,74;0;3959,74
SHP0980;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Rail;DHL Express;0901.11;Standard Entry;2024-06-04;2024-06-11;2024-07-01;2024-07-03;20;2;TRUE;Import;97815,72;0;0;0;0
SHP0981;CLT003;Crestwood Automotive Parts;Japan;Tokyo;JP;Germany;Hamburg;DE;Sea;Hapag-Lloyd;8428.90;End Use Relief;2024-08-11;2024-08-21;2024-09-28;2024-10-04;38;6;FALSE;Import;107429,63;1,7;1826,3;1381,72;444,58
SHP0982;CLT010;Quantum Tech Imports;South Korea;Busan;KR;Portugal;Lisbon;PT;Air;UPS;8708.99;IP Relief;2023-07-19;2023-07-25;2023-07-31;2023-08-02;6;2;TRUE;Export;85527,7;4,5;3848,75;3000,69;848,06
SHP0983;CLT004;Solaris Chemical Solutions;South Korea;Busan;KR;Italy;Genoa;IT;Road;MSC;7208.51;FTA Relief;2024-03-31;2024-04-07;2024-04-16;2024-04-17;9;1;TRUE;Export;91236,23;0;0;0;0
SHP0984;CLT008;Ironclad Steel Works;Mexico;Mexico City;MX;Netherlands;Rotterdam;NL;Air;FedEx;6204.62;End Use Relief;2023-05-09;2023-05-14;2023-05-20;2023-05-27;6;7;FALSE;Import;227770,11;12;27332,41;20114,93;7217,48
SHP0985;CLT010;Quantum Tech Imports;Turkey;Istanbul;TR;Spain;Barcelona;ES;Sea;DHL Express;8517.12;Standard Entry;2024-02-23;2024-03-04;2024-04-04;2024-04-06;31;2;TRUE;Import;146122,88;0;0;0;0
SHP0986;CLT003;Crestwood Automotive Parts;South Korea;Busan;KR;United Kingdom;Felixstowe;GB;Sea;MSC;2917.36;IP Relief;2024-07-21;2024-07-30;2024-09-08;2024-09-14;40;6;FALSE;Import;29743,87;5,5;1635,91;1315,78;320,13
SHP0987;CLT001;Meridian Electronics Ltd;India;Mumbai;IN;Germany;Hamburg;DE;Sea;DB Schenker;6110.20;End Use Relief;2024-02-02;2024-02-09;2024-03-11;2024-03-13;31;2;TRUE;Export;103567,79;12;12428,13;8636,67;3791,46
SHP0988;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Italy;Genoa;IT;Air;Kuehne+Nagel;8428.90;Standard Entry;2023-02-16;2023-02-23;2023-02-25;2023-03-01;2;4;FALSE;Import;228115,19;1,7;3877,96;0;3877,96
SHP0989;CLT007;BlueSky Pharmaceuticals;Turkey;Istanbul;TR;Poland;Gdansk;PL;Road;CMA CGM;7208.51;FTA Relief;2024-08-26;2024-08-30;2024-09-03;2024-09-04;4;1;TRUE;Import;150420,56;0;0;0;0
SHP0990;CLT007;BlueSky Pharmaceuticals;Bangladesh;Dhaka;BD;Poland;Gdansk;PL;Sea;DB Schenker;7208.51;End Use Relief;2023-10-14;2023-10-17;2023-11-28;2023-11-30;42;2;TRUE;Import;77850,39;0;0;0;0
SHP0991;CLT005;Pinnacle Foods International;Bangladesh;Dhaka;BD;Belgium;Antwerp;BE;Sea;CMA CGM;6203.42;Standard Entry;2023-08-04;2023-08-14;2023-09-14;2023-09-17;31;3;TRUE;Export;145908,77;12;17509,05;0;17509,05
SHP0992;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;Spain;Barcelona;ES;Sea;MSC;8708.29;IP Relief;2024-05-13;2024-05-18;2024-06-19;2024-06-21;32;2;TRUE;Import;75677,31;4,5;3405,48;2796,55;608,93
SHP0993;CLT004;Solaris Chemical Solutions;Turkey;Istanbul;TR;France;Le Havre;FR;Sea;Hapag-Lloyd;0901.11;End Use Relief;2023-06-22;2023-06-24;2023-07-12;2023-07-17;18;5;FALSE;Import;136789,4;0;0;0;0
SHP0994;CLT001;Meridian Electronics Ltd;Bangladesh;Dhaka;BD;Netherlands;Rotterdam;NL;Sea;Kuehne+Nagel;2917.36;Standard Entry;2024-03-31;2024-04-04;2024-05-08;2024-05-15;34;7;FALSE;Import;116193,1;5,5;6390,62;0;6390,62
SHP0995;CLT002;Atlas Apparel Group;South Korea;Busan;KR;Belgium;Antwerp;BE;Air;Evergreen;8517.12;FTA Relief;2023-10-13;2023-10-16;2023-10-23;2023-10-26;7;3;TRUE;Import;201892,06;0;0;0;0
SHP0996;CLT002;Atlas Apparel Group;Bangladesh;Dhaka;BD;France;Le Havre;FR;Air;DHL Express;8708.29;Temporary Admission;2024-10-07;2024-10-17;2024-10-24;2024-10-30;7;6;FALSE;Export;195376,16;4,5;8791,93;8276,39;515,54
SHP0997;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;Germany;Hamburg;DE;Road;DB Schenker;8708.99;FTA Relief;2024-07-25;2024-07-27;2024-07-30;2024-08-01;3;2;TRUE;Import;38534,29;4,5;1734,04;1409,54;324,5
SHP0998;CLT004;Solaris Chemical Solutions;Turkey;Istanbul;TR;Poland;Gdansk;PL;Sea;UPS;6110.20;FTA Relief;2024-05-23;2024-05-27;2024-06-23;2024-06-25;27;2;TRUE;Import;160519,32;12;19262,32;13996,26;5266,06
SHP0999;CLT001;Meridian Electronics Ltd;Japan;Tokyo;JP;Germany;Hamburg;DE;Air;DB Schenker;8428.90;FTA Relief;2024-12-28;2024-12-30;2025-01-02;2025-01-06;3;4;FALSE;Import;173555,51;1,7;2950,44;2608,23;342,21
SHP1000;CLT006;Vortex Machinery Co.;South Korea;Busan;KR;Portugal;Lisbon;PT;Road;CMA CGM;8443.32;IP Relief;2023-08-26;2023-09-04;2023-09-11;2023-09-15;7;4;FALSE;Export;200202,81;0;0;0;0
SHP1001;CLT009;GreenLeaf Organics;South Korea;Busan;KR;Spain;Barcelona;ES;Sea;Hapag-Lloyd;8517.12;IP Relief;2024-03-05;2024-03-12;2024-04-13;2024-04-15;32;2;TRUE;Import;167292,46;0;0;0;0
SHP1002;CLT006;Vortex Machinery Co.;USA;New York;US;Italy;Genoa;IT;Road;FedEx;7208.51;FTA Relief;2024-05-10;2024-05-18;2024-05-28;2024-06-03;10;6;FALSE;Import;62540,71;0;0;0;0
SHP1003;CLT007;BlueSky Pharmaceuticals;China;Shanghai;CN;Portugal;Lisbon;PT;Rail;DHL Express;8708.29;Standard Entry;2023-11-22;2023-11-30;2023-12-14;2023-12-21;14;7;FALSE;Import;113278,13;4,5;5097,52;0;5097,52
SHP1004;CLT005;Pinnacle Foods International;China;Shanghai;CN;Spain;Barcelona;ES;Air;Hapag-Lloyd;8708.99;Standard Entry;2023-02-16;2023-02-25;2023-03-01;2023-03-05;4;4;FALSE;Import;59220,96;4,5;2664,94;0;2664,94
SHP1005;CLT009;GreenLeaf Organics;Vietnam;Ho Chi Minh City;VN;Germany;Hamburg;DE;Air;Kuehne+Nagel;8708.99;FTA Relief;2024-09-11;2024-09-13;2024-09-19;2024-09-25;6;6;FALSE;Export;10173,83;4,5;457,82;372,55;85,27
SHP1006;CLT006;Vortex Machinery Co.;Thailand;Bangkok;TH;Germany;Hamburg;DE;Road;Maersk;0901.11;FTA Relief;2024-01-06;2024-01-10;2024-01-16;2024-01-23;6;7;FALSE;Import;136246,21;0;0;0;0
SHP1007;CLT005;Pinnacle Foods International;India;Mumbai;IN;Italy;Genoa;IT;Sea;FedEx;6204.62;End Use Relief;2023-09-12;2023-09-14;2023-10-02;2023-10-09;18;7;FALSE;Import;9906,95;12;1188,83;985,69;203,14
SHP1008;CLT009;GreenLeaf Organics;Japan;Tokyo;JP;Poland;Gdansk;PL;Sea;CMA CGM;8708.29;IP Relief;2023-01-25;2023-01-30;2023-02-24;2023-02-25;25;1;TRUE;Import;71752,27;4,5;3228,85;1754,15;1474,7
SHP1009;CLT007;BlueSky Pharmaceuticals;India;Mumbai;IN;Spain;Barcelona;ES;Rail;MSC;8517.12;Standard Entry;2024-05-31;2024-06-08;2024-06-27;2024-06-28;19;1;TRUE;Import;8611,74;0;0;0;0
SHP1010;CLT002;Atlas Apparel Group;Mexico;Mexico City;MX;Belgium;Antwerp;BE;Sea;Kuehne+Nagel;6110.20;IP Relief;2023-11-28;2023-12-08;2024-01-08;2024-01-14;31;6;FALSE;Import;10740,83;12;1288,9;768,08;520,82
SHP1011;CLT002;Atlas Apparel Group;Turkey;Istanbul;TR;Sweden;Gothenburg;SE;Air;FedEx;8708.29;Temporary Admission;2023-04-06;2023-04-14;2023-04-17;2023-04-22;3;5;FALSE;Import;73246,69;4,5;3296,1;2824,38;471,72
SHP1012;CLT007;BlueSky Pharmaceuticals;China;Shanghai;CN;Poland;Gdansk;PL;Road;FedEx;8708.99;End Use Relief;2023-04-21;2023-04-26;2023-05-06;2023-05-11;10;5;FALSE;Import;243921,7;4,5;10976,48;7014,76;3961,72
SHP1013;CLT008;Ironclad Steel Works;Bangladesh;Dhaka;BD;Poland;Gdansk;PL;Air;MSC;3004.90;IP Relief;2023-12-07;2023-12-10;2023-12-13;2023-12-14;3;1;TRUE;Import;142416,93;0;0;0;0
SHP1014;CLT010;Quantum Tech Imports;Vietnam;Ho Chi Minh City;VN;Germany;Hamburg;DE;Sea;FedEx;8428.90;Temporary Admission;2024-06-19;2024-06-24;2024-08-04;2024-08-05;41;1;TRUE;Export;193015,08;1,7;3281,26;2790,4;490,86
SHP1015;CLT006;Vortex Machinery Co.;India;Mumbai;IN;United Kingdom;Felixstowe;GB;Sea;Kuehne+Nagel;8428.90;Temporary Admission;2023-01-06;2023-01-11;2023-02-06;2023-02-13;26;7;FALSE;Import;142790,33;1,7;2427,44;2179,22;248,22
SHP1016;CLT006;Vortex Machinery Co.;Vietnam;Ho Chi Minh City;VN;Italy;Genoa;IT;Air;UPS;0901.11;End Use Relief;2023-03-25;2023-04-02;2023-04-04;2023-04-10;2;6;FALSE;Import;23988,59;0;0;0;0
